,INSTNM,STABBR,ADM_RATE_ALL,SATMTMID,SATVRMID,SAT_AVG_ALL,AVGFACSAL,TUITFTE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,RET_FT4,PCTFLOAN,C150_4,mn_earn_wne_p10,md_earn_wne_p10,PFTFAC
2979,University of North Carolina Wilmington,NC,443,595,580,1154,7872,7096,6343,18480,1,12178,0.8043,0.048,0.0622,0.0195,0.0048,0.0017,0.0282,0.0069,0.0245,0.335564854,0.148535565,0.153138075,0.161297071,0.201464435,0.864,0.5109,0.7099,44000,38700,0.7085
2981,William Peace University,NC,1419,455,465,910,4217,11537,23900,23900,2,999,0.4474,0.3524,0.033,0.018,0.007,0,0.03,0,0.1121,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6681,0.8851,0.3978,39400,35900,0.1752
2982,University of North Carolina at Pembroke,NC,953,470,455,926,6516,3693,5144,14351,1,5184,0.3818,0.348,0.0461,0.0168,0.1553,0.001,0.0212,0.0073,0.0226,0.514266532,0.173548171,0.148036254,0.104061766,0.060087278,0.6759,0.6704,0.327,35700,33400,0.8113
2983,Pfeiffer University,NC,1492,490,465,954,5808,11155,24150,24150,2,947,0.4879,0.1616,0.0401,0.0074,0.0053,0.0011,0.018,0.0507,0.2281,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6449,0.845,0.4815,41400,37500,0.6667
2984,Piedmont International University,NC,336,410,440,878,3006,6493,12455,12455,2,197,0.8579,0.1066,0.0203,0,0,0.0051,0,0.0102,0,0.381355932,0.194915254,0.245762712,PrivacySuppressed,PrivacySuppressed,0.5806,0.4873,0.4,31100,30700,0.6
2987,Queens University of Charlotte,NC,1118,525,515,1058,4064,14098,29800,29800,2,1703,0.559,0.1767,0.054,0.0299,0.007,0,0.0141,0.057,0.1022,0.43,0.141111111,0.157777778,0.115555556,0.155555556,0.6994,0.6239,0.5207,44900,38600,0.5504
2990,Mid-Atlantic Christian University,NC,212,430,435,853,5186,6808,12160,12160,2,161,0.6894,0.2547,0.0373,0.0062,0.0124,0,0,0,0,0.60625,0.14375,0.11875,PrivacySuppressed,PrivacySuppressed,0.5429,0.8733,0.5862,28200,27600,1
2995,Saint Augustine's University,NC,810,385,377,749,5105,7143,17890,17890,2,1299,0.0062,0.9654,0.0038,0,0,0,0,0.0185,0.0062,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6125,0.8594,0.2926,30500,28200,1
2996,Salem College,NC,547,535,565,1110,5969,7802,24566,24566,2,950,0.5526,0.2326,0.0695,0.0295,0.0042,0,0.0326,0.0105,0.0684,0.503773585,0.158490566,0.147169811,0.122641509,0.067924528,0.7965,0.7915,0.6387,35600,33200,0.4848
3001,St Andrews University,NC,708,490,470,941,5181,9384,23332,23332,2,573,0.6056,0.1483,0.0122,0.0122,0.0157,0,0.014,0.0908,0.1012,0.431767338,0.178970917,0.156599553,0.119686801,0.112975392,0.701,0.7319,0.4626,40700,35800,0.697
3013,Warren Wilson College,NC,881,535,595,1136,5066,14540,29540,29540,2,821,0.8538,0.039,0.0451,0.0134,0.0097,0,0.0171,0.0219,0,0.360493827,0.148148148,0.172839506,0.172839506,0.145679012,0.6869,0.588,0.5064,26400,25500,0.6609
3019,Wingate University,NC,1181,520,495,1013,7232,12360,25040,25040,2,2002,0.6439,0.1518,0.0245,0.0195,0.0065,0.0015,0.0355,0.0355,0.0814,0.283236994,0.165703276,0.201348748,0.184007707,0.165703276,0.7536,0.7468,0.5305,41500,37000,1
3022,Winston-Salem State University,NC,478,460,440,889,7643,4135,5468,14281,1,4877,0.1794,0.7234,0.0185,0.0076,0.0051,0.0004,0.0223,0.0148,0.0285,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.75,0.7249,0.4553,36900,33300,0.7526
3023,Western Carolina University,NC,180,525,510,1034,7493,5283,6265,15862,1,8238,0.8086,0.0643,0.0435,0.0123,0.0084,0.001,0.0296,0.0216,0.0108,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7865,0.5798,0.5108,39400,35100,0.7182
3027,Dickinson State University,ND,334,455,479,965,6315,5100,5846,8198,1,1257,0.7637,0.0414,0.0549,0.0072,0.0119,0.0032,0.0191,0.0724,0.0263,0.38,0.174545455,0.163636364,0.152727273,0.129090909,0.5545,0.4273,0.3915,42200,37000,0.6065
3031,University of Jamestown,ND,508,480,500,1038,6234,7800,18494,18494,2,923,0.8375,0.0325,0.0498,0.0163,0.0087,0.0011,0,0.0542,0,0.242236025,0.132505176,0.229813665,0.204968944,0.190476191,0.6109,0.6554,0.5227,43400,38600,1
3035,University of Mary,ND,1275,505,510,1046,6158,13334,14730,14730,2,1865,0.8375,0.0306,0.0284,0.0064,0.0139,0.0021,0.0123,0.0193,0.0493,0.247553816,0.118395303,0.180039139,0.252446184,0.201565558,0.7057,0.5882,0.4858,50100,45700,0.4754
3038,Minot State University,ND,500,491,464,1004,6338,4815,6086,6086,1,2693,0.7137,0.0412,0.0375,0.0104,0.0204,0.0041,0.0286,0.1181,0.026,0.384753363,0.173991031,0.152466368,0.178475336,0.110313901,0.6818,0.3951,0.3732,40600,37200,0.6758
3040,University of North Dakota,ND,1011,555,530,1090,8361,9376,7508,17794,1,11182,0.8152,0.0207,0.025,0.0136,0.0174,0.0009,0.026,0.0535,0.0277,0.233640444,0.133238838,0.177651784,0.210016537,0.245452398,0.7502,0.5382,0.5529,56500,46600,0.9167
3043,North Dakota State University-Main Campus,ND,1300,570,558,1091,8163,7681,7660,18242,1,11629,0.8758,0.0244,0.0141,0.0132,0.0068,0.0004,0.0177,0.036,0.0115,0.204296546,0.122788543,0.192291491,0.2415754,0.23904802,0.7805,0.5629,0.5308,53700,46300,0.9872
3050,Valley City State University,ND,1268,475,440,967,5793,5331,6516,14596,1,924,0.8095,0.04,0.0498,0.0076,0.0119,0.0043,0.0184,0.0465,0.0119,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6444,0.4761,0.462,40000,36700,0.5772
3055,University of Akron Main Campus,OH,1500,540,520,1016,9209,9302,10054,18418,1,19022,0.743,0.1394,0.0214,0.0213,0.0022,0.0012,0.0285,0.0141,0.0289,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6636,0.6238,0.4166,38800,34800,0.4845
3061,Art Academy of Cincinnati,OH,69,500,505,1009,4533,24802,24330,24330,2,206,0.8447,0.0631,0.0388,0.0194,0.0146,0,0.0097,0,0.0097,0.305555556,0.222222222,0.240740741,0.111111111,0.12037037,0.7105,0.7813,0.5313,29600,27900,0.16
3063,Ashland University,OH,1032,495,490,1043,6922,11903,29836,29836,2,3118,0.7886,0.1334,0.0241,0.0045,0.0055,0.0013,0.0141,0.0263,0.0022,0.313605857,0.147651007,0.210494204,0.190970104,0.137278829,0.737,0.5886,0.5634,41000,39200,0.458
3067,Baldwin Wallace University,OH,700,535,540,1096,7418,15293,27840,27840,2,3331,0.807,0.0883,0.0465,0.0087,0.0009,0.0009,0.0363,0.0075,0.0039,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7921,0.7876,0.7088,47600,44000,0.4129
3069,Bluffton University,OH,420,510,495,1027,5189,10693,28504,28504,2,941,0.8427,0.0723,0.0361,0.0043,0.0011,0,0.0128,0.0117,0.0191,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6736,0.7911,0.5971,40300,38300,0.9178
3072,Bowling Green State University-Main Campus,OH,974,505,500,1009,7669,8604,10726,18034,1,14161,0.7783,0.1004,0.0409,0.0085,0.0025,0.0011,0.0237,0.0159,0.0287,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7012,0.6873,0.541,42700,39000,0.7477
3077,Capital University,OH,1086,550,535,1102,8743,14903,31990,31990,2,2647,0.7998,0.0873,0.0317,0.0106,0.0008,0.0004,0.0393,0.0117,0.0185,0.339848676,0.139974779,0.166456494,0.168978562,0.184741488,0.7436,0.8018,0.5821,44000,41400,0.4559
3082,Case Western Reserve University,OH,225,715,660,1377,10272,23269,41800,41800,2,4551,0.5364,0.047,0.051,0.1868,0.0013,0.0002,0.0363,0.0824,0.0587,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9424,0.4815,0.8012,77400,67000,0.8044
3083,Cedarville University,OH,1017,590,590,1195,6831,15386,26420,26420,2,3108,0.8777,0.0154,0.0241,0.0164,0.0039,0.0003,0.0183,0.0142,0.0296,0.147601476,0.145756458,0.19095941,0.250922509,0.264760148,0.852,0.5278,0.7263,44600,40900,0.743
3086,Central State University,OH,131,405,420,825,6423,4338,6058,13510,1,2028,0.0192,0.9512,0.0059,0.0005,0.0025,0,0.0064,0.0025,0.0118,0.716237942,0.148713826,0.078778135,0.040192926,0.01607717,0.5279,0.8294,0.2518,27100,24900,1
3090,Cincinnati Christian University,OH,702,490,498,989,5323,9940,15266,15266,2,669,0.6936,0.157,0.006,0.0045,0.0045,0.003,0.012,0.0105,0.1091,0.388586957,0.152173913,0.182065217,0.160326087,0.116847826,0.77,0.7386,0.3894,32800,31000,0.2804
3092,University of Cincinnati-Main Campus,OH,998,575,555,1141,9079,12384,10784,25816,1,23360,0.7647,0.0764,0.026,0.0296,0.0022,0.001,0.0226,0.0412,0.0362,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8462,0.5545,0.579,46000,39400,0.4632
3096,Ohio Christian University,OH,1507,425,445,939,1476,9752,17720,17720,2,3155,0.5842,0.3078,0.0228,0.0067,0.0041,0,0.0219,0.0041,0.0485,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6414,0.7138,0.3143,38600,32800,1
3099,Cleveland Institute of Art,OH,840,530,545,1060,5439,18008,36509,36509,2,556,0.759,0.1025,0.045,0.0306,0.0018,0,0.018,0.0432,0,0.288973384,0.19391635,0.186311787,0.182509506,0.148288973,0.7826,0.7824,0.5979,40800,32700,0.3981
3102,Cleveland State University,OH,676,520,510,1030,8624,10476,9499,12678,1,11484,0.6276,0.1919,0.0489,0.0245,0.0021,0.0011,0.0269,0.0477,0.0293,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6721,0.6316,0.3198,43400,39300,1
3105,Columbus College of Art and Design,OH,1328,510,540,1035,6470,30173,30390,30390,2,1277,0.686,0.0854,0.0532,0.0305,0.0039,0,0.0399,0.0666,0.0345,0.335714286,0.15,0.2,0.157142857,0.157142857,0.7938,0.7123,0.5908,37800,32800,0.3125
3110,University of Dayton,OH,417,580,545,1181,8494,18266,35800,35800,2,7812,0.8178,0.0288,0.0287,0.0125,0.001,0.0003,0.0105,0.0893,0.011,0.110418522,0.065449688,0.132680321,0.196794301,0.494657168,0.8858,0.6791,0.7674,58500,52300,0.619
3111,Defiance College,OH,936,480,455,964,5811,12865,28690,28690,2,871,0.7738,0.116,0.0574,0.0103,0.0161,0,0.0034,0.0126,0.0103,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5763,0.8233,0.4558,39800,37000,0.3226
3112,Denison University,OH,283,635,625,1285,8414,22211,43910,43910,2,2255,0.6851,0.0652,0.09,0.0337,0.0004,0.0004,0.0368,0.0683,0.02,0.214052288,0.112745098,0.137254902,0.183006536,0.352941177,0.8935,0.5224,0.8137,56900,48600,1
3118,The University of Findlay,OH,843,530,525,1083,7043,14741,29798,29798,2,2663,0.8261,0.036,0.0192,0.012,0.0015,0,0.0199,0.0796,0.0056,0.238095238,0.123809524,0.203174603,0.236507937,0.198412698,0.7619,0.4915,0.564,46600,40600,0.7604
3128,Hiram College,OH,521,515,515,1030,5420,14846,30290,30290,2,1260,0.7079,0.1365,0.0357,0.0127,0.0008,0.004,0.0206,0.0381,0.0437,0.357971015,0.149275362,0.192753623,0.179710145,0.120289855,0.7566,0.7378,0.6456,44200,39000,0.5405
3136,John Carroll University,OH,1283,550,540,1112,8098,12625,34480,34480,2,3009,0.8375,0.0449,0.0376,0.0166,0.001,0,0.0186,0.0093,0.0346,0.209866876,0.110415035,0.151918559,0.188723571,0.339075959,0.8811,0.6694,0.7528,58200,51000,0.9952
3145,Kent State University at Kent,OH,1272,520,520,1048,8299,9518,9816,17776,1,22071,0.7555,0.0864,0.0283,0.0121,0.002,0.0009,0.0258,0.0579,0.0313,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7774,0.6339,0.5152,40000,36600,0.8298
3147,Kenyon College,OH,186,645,675,1328,8924,25125,45640,45640,2,1694,0.7568,0.0325,0.0549,0.0561,0.0059,0,0.0189,0.0437,0.0313,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9574,0.5195,0.8908,49200,43700,0.9583
3148,Kettering College,OH,1321,535,545,1002,6776,12284,10032,10032,2,783,0.8493,0.0511,0.0307,0.0268,0.0013,0,0.014,0.0013,0.0255,0.369767442,0.153488372,0.190697674,0.167441861,0.118604651,0.5211,0.7,0.6271,62300,57200,1
3149,Lake Erie College,OH,477,490,475,983,6327,10917,27368,27368,2,839,0.7831,0.1097,0.0179,0.0024,0.0024,0,0.0262,0.0441,0.0143,0.305283757,0.115459883,0.197651663,0.207436399,0.174168298,0.7059,0.7604,0.4473,35800,33400,1
3157,Malone University,OH,943,521,509,1046,6277,11480,25678,25678,2,1571,0.8466,0.0751,0.0267,0.0083,0.0019,0.0019,0.021,0.0159,0.0025,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7131,0.7211,0.5866,44700,38500,0.4648
3165,Miami University-Oxford,OH,788,630,595,1240,8478,15186,13800,29590,1,15378,0.8095,0.0367,0.033,0.0176,0.0018,0.0004,0.0304,0.0645,0.0061,0.321564606,0.109874011,0.14107823,0.15997656,0.267506592,0.8957,0.4162,0.8084,53000,45800,0.9551
3170,University of Mount Union,OH,921,560,490,1050,6839,13695,27380,27380,2,2056,0.8123,0.0618,0.0214,0.0049,0.0029,0,0.037,0.0355,0.0243,0.207529844,0.147842057,0.202020202,0.215794307,0.22681359,0.7372,0.8161,0.6273,44600,40800,1
3171,Mount Vernon Nazarene University,OH,689,525,550,1071,6099,12936,23690,23690,2,1774,0.8292,0.0468,0.0242,0.0039,0.0028,0.0017,0.0163,0.0039,0.071,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7276,0.7568,0.6086,44900,39100,0.4122
3172,College of Mount St Joseph,OH,1367,465,460,989,6401,15013,25800,25800,2,1655,0.8151,0.1021,0.0218,0.0048,0.0018,0,0.0187,0.0024,0.0332,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6934,0.6543,0.5821,42800,39900,1
3174,Muskingum University,OH,1083,480,460,983,7269,10871,23662,23662,2,1641,0.8208,0.0585,0.0158,0.0024,0.003,0,0.0286,0.0378,0.0329,0.317777778,0.168888889,0.232222222,0.178888889,0.102222222,0.6832,0.8113,0.4791,41700,39400,0.5963
3182,Notre Dame College,OH,1411,469,449,943,4881,12208,26344,26344,2,1792,0.6496,0.2215,0.0167,0.0156,0.0045,0.0045,0.0151,0.0257,0.0469,0.419157088,0.157854406,0.155555556,0.149425287,0.118007663,0.6026,0.7526,0.387,43200,39200,0.9828
3185,Oberlin College,OH,102,668,695,1354,9872,27465,46870,46870,2,2894,0.6952,0.0549,0.0729,0.0422,0.001,0.0003,0.0546,0.0681,0.0107,0.155115512,0.079207921,0.138613861,0.178217822,0.448844885,0.9341,0.3717,0.8857,45600,38400,0.8982
3188,Ohio Dominican University,OH,348,530,490,1028,6712,12100,28932,28932,2,1483,0.6258,0.263,0.031,0.0115,0.004,0.0013,0.0378,0.0074,0.0182,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6617,0.5994,0.4092,42600,39500,1
3190,Ohio Northern University,OH,824,590,555,1153,8551,17109,36720,36720,2,2205,0.854,0.0372,0.0168,0.0122,0.0005,0.0009,0.0322,0.0449,0.0014,0.193089431,0.12601626,0.200203252,0.241869919,0.238821138,0.8429,0.7284,0.7175,66100,54300,0.7583
3200,Ohio State University-Main Campus,OH,475,665,600,1289,11284,13102,10037,25757,1,43139,0.7233,0.0598,0.0338,0.0539,0.0016,0.0006,0.0263,0.0743,0.0263,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9245,0.4587,0.8323,48600,42600,0.6513
3205,Ohio University-Main Campus,OH,991,545,540,1104,8294,10625,10446,19410,1,23331,0.8324,0.0473,0.024,0.0091,0.0017,0.0008,0.0258,0.0442,0.0146,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7862,0.518,0.6657,43900,39500,0.6772
3209,Ohio Wesleyan University,OH,1066,565,555,1123,8057,14829,40510,40510,2,1817,0.7226,0.0611,0.0457,0.0264,0.0017,0,0.0413,0.0748,0.0264,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8007,0.5926,0.6319,46900,41000,0.6897
3210,Otterbein University,OH,1012,538,540,1087,7287,15523,31424,31424,2,2436,0.8046,0.0628,0.0242,0.0148,0.0029,0.0004,0.0296,0.0218,0.039,0.233333333,0.127192983,0.186842105,0.218421053,0.234210526,0.7639,0.6996,0.5886,45600,41200,1
3236,Franciscan University of Steubenville,OH,1088,565,595,1163,7306,14149,23160,23160,2,2055,0.8127,0.0049,0.1012,0.0165,0.0019,0.0005,0.0204,0.0097,0.0321,0.168786127,0.089017341,0.16300578,0.253179191,0.326011561,0.8626,0.7649,0.7346,39700,35500,1
3241,Tiffin University,OH,188,480,482,969,6822,6222,20700,20700,2,3309,0.3297,0.1677,0.0218,0.0027,0.0018,0,0.0257,0.0335,0.417,0.706694069,0.099530241,0.083675866,0.063711098,0.046388726,0.6488,0.7577,0.461,42700,38200,0.2264
3242,University of Toledo,OH,1418,530,510,1031,8426,10874,9275,18395,1,15440,0.6947,0.139,0.0447,0.0233,0.0021,0.0008,0.025,0.0443,0.0262,0.413880378,0.144931397,0.156120954,0.157053417,0.128013854,0.6805,0.5921,0.4543,45900,40200,0.7192
3259,Ursuline College,OH,532,530,530,1018,5748,16468,26720,26720,2,798,0.6253,0.2794,0.0238,0.01,0.0025,0,0.0338,0.0138,0.0113,0.474418605,0.148837209,0.160465116,0.123255814,0.093023256,0.6517,0.7725,0.5,48100,42900,0.3349
3262,Walsh University,OH,1125,530,505,1047,5876,12937,25840,25840,2,2280,0.7825,0.0522,0.0228,0.0048,0.0022,0.0009,0.0215,0.0237,0.0895,0.270408163,0.142857143,0.213435374,0.18792517,0.18537415,0.7348,0.8373,0.5519,46500,41800,0.4745
3266,Wilmington College,OH,284,500,485,1006,5915,11265,28190,28190,2,1163,0.8014,0.0808,0.0009,0.0034,0.0026,0,0.043,0.0095,0.0585,0.326446281,0.17493113,0.191460055,0.199724518,0.107438017,0.8175,0.7822,0.3841,41900,39000,0.9583
3268,Wittenberg University,OH,1400,570,570,1119,7093,15042,38030,38030,2,1891,0.8144,0.0677,0.0286,0.01,0.0021,0,0.0428,0.0201,0.0143,0.222345133,0.131637168,0.184734513,0.21460177,0.246681416,0.7444,0.6768,0.6261,45700,42700,0.6845
3269,The College of Wooster,OH,493,605,610,1231,8007,17867,41680,41680,2,2070,0.7188,0.0792,0.0401,0.0338,0.0145,0.001,0,0.0725,0.0401,0.162121212,0.127272727,0.190909091,0.234848485,0.284848485,0.8709,0.5144,0.7505,49000,44400,0.817
3272,Xavier University,OH,895,560,550,1132,8089,16524,33000,33000,2,4452,0.7302,0.1,0.0449,0.0229,0.0027,0.0011,0.0252,0.0173,0.0557,0.181446908,0.089848308,0.159276546,0.186697783,0.382730455,0.8344,0.5802,0.7646,54600,48800,0.5342
3276,Bacone College,OK,945,448,418,836,4754,3958,14050,14050,2,891,0.1908,0.2929,0.0786,0.0281,0.2604,0.0079,0.0325,0,0.1089,0.564324324,0.17945946,0.138378378,0.08,0.037837838,0.3313,0.9001,0.0536,33700,30600,0.3958
3277,Oklahoma Wesleyan University,OK,347,495,465,981,5309,12207,22252,22252,2,1110,0.6757,0.0721,0.0712,0.0027,0.0712,0.0018,0.0351,0.0532,0.0171,0.302872063,0.195822454,0.208877285,0.168407311,0.124020888,0.5036,0.8123,0.5688,49800,44000,0.3077
3287,East Central University,OK,1519,495,450,969,5225,4410,5241,12643,1,3757,0.5882,0.0389,0.0482,0.0043,0.1584,0.0013,0.0854,0.0583,0.017,0.501108648,0.197339246,0.153547672,0.093126386,0.054878049,0.6252,0.4532,0.3384,38800,34500,1
3292,Hillsdale Free Will Baptist College,OK,242,413,425,899,2709,9394,11600,11600,2,195,0.6769,0.1231,0.0718,0.0051,0.1077,0,0,0,0.0154,0.436090226,0.172932331,0.187969925,PrivacySuppressed,PrivacySuppressed,0.4528,0.6169,0.5119,37200,33400,0.4528
3303,Oklahoma Christian University,OK,682,530,540,1124,6581,8890,18800,18800,2,1949,0.8784,0.0385,0.0282,0.0334,0.0215,0,0,0,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8506,0.5196,0.4875,41100,35600,1
3306,Oklahoma State University-Main Campus,OK,1085,570,545,1138,8254,10283,7442,20027,1,20314,0.7222,0.05,0.0472,0.0153,0.0609,0.0001,0.0693,0.028,0.007,0.362825693,0.159537411,0.149923366,0.147276021,0.180437509,0.7861,0.4371,0.5956,50700,43400,0.8686
3308,Oklahoma Baptist University,OK,496,535,530,1098,6090,9145,21842,21842,2,1882,0.7056,0.0489,0.0473,0.0069,0.0484,0.0021,0.0744,0.0345,0.0319,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7406,0.5045,0.546,37700,35300,0.6667
3310,Oklahoma City University,OK,951,555,555,1163,7055,16651,29426,29426,2,1954,0.5773,0.0619,0.0793,0.0205,0.0271,0,0.0681,0.1612,0.0046,0.276280324,0.156334232,0.152291105,0.190026954,0.225067385,0.8145,0.4877,0.6075,45100,39400,0.6104
3311,University of Oklahoma-Norman Campus,OK,1208,590,565,1176,9273,10362,8916,21105,1,20528,0.6248,0.049,0.0885,0.056,0.0419,0.0018,0.0646,0.0388,0.0347,0.373264402,0.172525849,0.158788774,0.135007386,0.160413589,0.8395,0.3806,0.6629,58000,46600,0.8207
3314,Oral Roberts University,OK,247,505,515,1037,6551,11083,22508,22508,2,2884,0.5201,0.1488,0.0752,0.0229,0.0329,0,0.0395,0.0579,0.1026,0.404458599,0.159235669,0.164012739,0.132961783,0.13933121,0.8056,0.6733,0.5336,39200,34900,0.6367
3321,University of Science and Arts of Oklahoma,OK,666,480,510,990,5379,2778,4866,11298,1,864,0.6852,0.037,0.0602,0.0058,0.1146,0,0.0313,0.0648,0.0012,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6909,0.4761,0.3788,33700,30700,0.6593
3325,Southwestern Christian University,OK,1384,523,498,963,4314,14390,14220,14220,2,801,0.397,0.2734,0.0699,0.0087,0.0337,0.0025,0.0375,0.0674,0.1099,0.607936508,0.157142857,0.103174603,0.098412698,0.033333333,0.5158,0.7856,0.2973,30800,28200,0.3373
3329,University of Tulsa,OK,206,630,635,1279,9672,19693,34835,34835,2,3394,0.5524,0.0451,0.0418,0.0327,0.0392,0.0012,0.0171,0.2563,0.0141,0.279683377,0.129287599,0.162269129,0.171503958,0.257255937,0.9034,0.3177,0.6882,52900,43200,0.7755
3347,Concordia University-Portland,OR,485,500,495,993,7401,13342,27492,27492,2,1378,0.5435,0.0588,0.0689,0.0653,0.0203,0.0058,0.0065,0.0225,0.2083,0.414256198,0.160123967,0.181818182,0.132231405,0.111570248,0.7073,0.74,0.5549,45100,41800,0.2227
3350,Eastern Oregon University,OR,800,465,470,935,6057,4456,7530,16755,1,3422,0.7916,0.0286,0.0634,0.0222,0.0248,0.014,0.0073,0.0114,0.0365,0.569246972,0.172722486,0.132174829,0.092680358,0.033175356,0.6378,0.5992,0.2325,40200,37800,0.8714
3353,George Fox University,OR,1065,535,535,1070,6742,15258,31120,31120,2,2358,0.704,0.0187,0.0725,0.0373,0.0042,0.0047,0.0496,0.0645,0.0445,0.276558385,0.147497805,0.200175593,0.194029851,0.181738367,0.8262,0.6722,0.623,46900,43300,0.4485
3357,Lewis & Clark College,OR,675,625,650,1279,9221,23450,41928,41928,2,1985,0.6479,0.0217,0.0841,0.0605,0.0141,0.003,0.0076,0.0494,0.1118,0.252836305,0.142625608,0.1636953,0.173419773,0.267423015,0.8623,0.6599,0.7451,49900,43400,0.5422
3358,Linfield College-McMinnville Campus,OR,1440,550,540,1090,7064,20413,36310,36310,2,1641,0.6435,0.0189,0.0945,0.0597,0.0104,0.0055,0.0999,0.0372,0.0305,0.319545823,0.123276561,0.179237632,0.171938362,0.206001622,0.805,0.6392,0.6786,54200,51300,0.916
3366,Multnomah University,OR,433,535,575,1104,5433,11396,21850,21850,2,438,0.8037,0.0251,0.0708,0.0228,0.0046,0.0068,0.0434,0.0046,0.0183,0.458515284,0.170305677,0.192139738,0.109170306,0.069868996,0.6667,0.7117,0.4714,34500,31400,0.2947
3369,Northwest Christian University,OR,906,483,493,974,5040,9587,24930,24930,2,478,0.8117,0.0188,0.0774,0.0272,0.0209,0.0021,0.0272,0,0.0146,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5441,0.8114,0.4615,43300,38500,0.9706
